transaction_id,date,account_id,transaction_type,category_id,merchant_id,amount,payment_method,description,note
T0001345,2024-08-26,CHK,Transfer,CC_PAY,M_CC_PAY,-260.82,ACH,CC Payment CC2,
T0001346,2024-08-26,CC2,Transfer,CC_PAY,M_CC_PAY,260.82,ACH,CC Payment,
T0001249,2024-08-26,CHK,Transfer,CC_PAY,M_CC_PAY,-76.15,ACH,CC Payment CC1,
T0001111,2024-08-31,CC2,Expense,DINE,M0127,-69.52,Card,Dining,
T0000857,2024-08-31,CHK,Expense,GROC,M0136,-20.0,Debit,Groceries,
T0000284,2024-09-01,SAV,Income,INT,M_BANKINT,56.82,ACH,Interest,
T0000601,2024-09-02,CC1,Expense,SUBS,M0069,-20.0,ACH,SUBS,
T0000553,2024-09-03,CHK,Expense,INS,M0043,-178.33,ACH,INS,
T0000505,2024-09-03,CHK,Expense,PHON,M0008,-63.87,ACH,PHON,
T0000457,2024-09-04,CHK,Expense,UTIL,M0038,-120.27,ACH,UTIL,
T0000409,2024-09-05,CHK,Expense,RENT,M0068,-1271.64,ACH,RENT,
T0000858,2024-09-07,CHK,Expense,GROC,M0046,-68.26,Debit,Groceries,
T0000246,2024-09-07,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0001112,2024-09-07,CC2,Expense,DINE,M0080,-61.1,Card,Dining,
T0000245,2024-09-07,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0000244,2024-09-07,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0000859,2024-09-09,CC1,Expense,GAS,M0080,-58.32,Card,Gas,
T0001181,2024-09-12,CC1,Expense,TRAV,M0093,-1042.13,Card,Travel,
T0001113,2024-09-14,CC2,Expense,DINE,M0008,-15.0,Card,Dining,
T0000860,2024-09-14,CHK,Expense,GROC,M0006,-81.79,Debit,Groceries,
T0000278,2024-09-15,CHK,Income,SIDE,M_SIDE,660.82,ACH,Side Income,
T0001114,2024-09-21,CC2,Expense,DINE,M0021,-29.76,Card,Dining,
T0000248,2024-09-21,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0000247,2024-09-21,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0000861,2024-09-21,CHK,Expense,GROC,M0072,-103.42,Debit,Groceries,
T0000249,2024-09-21,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0001115,2024-09-22,CC2,Expense,ENT,M0093,-24.7,Card,Entertainment,
T0000862,2024-09-23,CC1,Expense,GAS,M0039,-55.0,Card,Gas,
T0001252,2024-09-26,CC1,Transfer,CC_PAY,M_CC_PAY,1038.66,ACH,CC Payment,
T0001348,2024-09-26,CC2,Transfer,CC_PAY,M_CC_PAY,118.58,ACH,CC Payment,
T0001251,2024-09-26,CHK,Transfer,CC_PAY,M_CC_PAY,-1038.66,ACH,CC Payment CC1,
T0001347,2024-09-26,CHK,Transfer,CC_PAY,M_CC_PAY,-118.58,ACH,CC Payment CC2,
T0000863,2024-09-28,CHK,Expense,GROC,M0033,-57.14,Debit,Groceries,
T0001116,2024-09-28,CC2,Expense,DINE,M0061,-15.0,Card,Dining,
T0000864,2024-09-30,CC1,Expense,GAS,M0076,-59.42,Card,Gas,
T0000506,2024-10-02,CHK,Expense,PHON,M0144,-97.26,ACH,PHON,
T0000602,2024-10-02,CC1,Expense,SUBS,M0108,-20.0,ACH,SUBS,
T0000410,2024-10-03,CHK,Expense,RENT,M0150,-1076.69,ACH,RENT,
T0000554,2024-10-04,CHK,Expense,INS,M0128,-164.48,ACH,INS,
T0000250,2024-10-05,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0000252,2024-10-05,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0000279,2024-10-05,CHK,Income,SIDE,M_SIDE,759.73,ACH,Side Income,
T0000458,2024-10-05,CHK,Expense,UTIL,M0022,-165.18,ACH,UTIL,
T0000865,2024-10-05,CHK,Expense,GROC,M0047,-52.2,Debit,Groceries,
T0001117,2024-10-05,CC2,Expense,DINE,M0145,-23.48,Card,Dining,
T0000251,2024-10-05,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0000866,2024-10-07,CC1,Expense,GAS,M0119,-70.85,Card,Gas,
T0001118,2024-10-12,CC2,Expense,DINE,M0001,-15.0,Card,Dining,
T0000867,2024-10-12,CHK,Expense,GROC,M0068,-83.73,Debit,Groceries,
T0001119,2024-10-13,CC2,Expense,ENT,M0012,-34.76,Card,Entertainment,
T0000868,2024-10-14,CC1,Expense,GAS,M0079,-95.8,Card,Gas,
T0000869,2024-10-19,CHK,Expense,GROC,M0035,-132.73,Debit,Groceries,
T0000254,2024-10-19,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0000255,2024-10-19,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0000253,2024-10-19,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0000870,2024-10-21,CC1,Expense,GAS,M0080,-61.04,Card,Gas,
T0001253,2024-10-26,CHK,Transfer,CC_PAY,M_CC_PAY,-225.11,ACH,CC Payment CC1,
T0001254,2024-10-26,CC1,Transfer,CC_PAY,M_CC_PAY,225.11,ACH,CC Payment,
T0001350,2024-10-26,CC2,Transfer,CC_PAY,M_CC_PAY,71.62,ACH,CC Payment,
T0000871,2024-10-26,CHK,Expense,GROC,M0081,-137.72,Debit,Groceries,
T0001349,2024-10-26,CHK,Transfer,CC_PAY,M_CC_PAY,-71.62,ACH,CC Payment CC2,
T0000872,2024-11-02,CHK,Expense,GROC,M0067,-45.35,Debit,Groceries,
T0000257,2024-11-02,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0000256,2024-11-02,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0001120,2024-11-02,CC2,Expense,DINE,M0104,-51.25,Card,Dining,
T0000411,2024-11-02,CHK,Expense,RENT,M0041,-1171.59,ACH,RENT,
T0000258,2024-11-02,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0001121,2024-11-03,CC2,Expense,ENT,M0038,-59.77,Card,Entertainment,
T0000507,2024-11-04,CHK,Expense,PHON,M0101,-92.63,ACH,PHON,
T0000555,2024-11-04,CHK,Expense,INS,M0095,-191.49,ACH,INS,
T0000459,2024-11-04,CHK,Expense,UTIL,M0129,-117.71,ACH,UTIL,
T0000603,2024-11-05,CC1,Expense,SUBS,M0002,-20.0,ACH,SUBS,
T0000873,2024-11-09,CHK,Expense,GROC,M0106,-69.8,Debit,Groceries,
T0001122,2024-11-09,CC2,Expense,DINE,M0144,-20.41,Card,Dining,
T0000874,2024-11-16,CHK,Expense,GROC,M0080,-69.69,Debit,Groceries,
T0001123,2024-11-16,CC2,Expense,DINE,M0143,-48.56,Card,Dining,
T0000259,2024-11-16,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0000260,2024-11-16,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0000261,2024-11-16,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0000280,2024-11-21,CHK,Income,SIDE,M_SIDE,368.91,ACH,Side Income,
T0000875,2024-11-23,CHK,Expense,GROC,M0004,-93.62,Debit,Groceries,
T0001124,2024-11-23,CC2,Expense,DINE,M0089,-70.74,Card,Dining,
T0001125,2024-11-24,CC2,Expense,ENT,M0002,-33.01,Card,Entertainment,
T0000876,2024-11-25,CC1,Expense,GAS,M0118,-46.18,Card,Gas,
T0001255,2024-11-26,CHK,Transfer,CC_PAY,M_CC_PAY,-59.26,ACH,CC Payment CC1,
T0001256,2024-11-26,CC1,Transfer,CC_PAY,M_CC_PAY,59.26,ACH,CC Payment,
T0001352,2024-11-26,CC2,Transfer,CC_PAY,M_CC_PAY,287.98,ACH,CC Payment,
T0001351,2024-11-26,CHK,Transfer,CC_PAY,M_CC_PAY,-287.98,ACH,CC Payment CC2,
T0001126,2024-11-30,CC2,Expense,DINE,M0131,-44.12,Card,Dining,
T0000262,2024-11-30,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0000264,2024-11-30,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0000263,2024-11-30,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0000877,2024-11-30,CHK,Expense,GROC,M0075,-44.95,Debit,Groceries,
T0000285,2024-12-01,SAV,Income,INT,M_BANKINT,24.94,ACH,Interest,
T0000878,2024-12-02,CC1,Expense,GAS,M0110,-37.12,Card,Gas,
T0000460,2024-12-02,CHK,Expense,UTIL,M0045,-173.33,ACH,UTIL,
T0000412,2024-12-03,CHK,Expense,RENT,M0114,-1289.21,ACH,RENT,
T0000508,2024-12-03,CHK,Expense,PHON,M0079,-89.4,ACH,PHON,
T0000556,2024-12-04,CHK,Expense,INS,M0104,-160.64,ACH,INS,
T0000604,2024-12-05,CC1,Expense,SUBS,M0033,-23.66,ACH,SUBS,
T0000879,2024-12-07,CHK,Expense,GROC,M0052,-70.48,Debit,Groceries,
T0000880,2024-12-09,CC1,Expense,GAS,M0134,-62.32,Card,Gas,
T0000265,2024-12-14,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0000881,2024-12-14,CHK,Expense,GROC,M0040,-87.62,Debit,Groceries,
T0000267,2024-12-14,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0000266,2024-12-14,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0001127,2024-12-15,CC2,Expense,ENT,M0121,-47.99,Card,Entertainment,
T0000882,2024-12-16,CC1,Expense,GAS,M0016,-56.18,Card,Gas,
T0000883,2024-12-21,CHK,Expense,GROC,M0090,-71.82,Debit,Groceries,
T0001128,2024-12-21,CC2,Expense,DINE,M0013,-46.94,Card,Dining,
T0000884,2024-12-23,CC1,Expense,GAS,M0050,-70.18,Card,Gas,
T0000281,2024-12-23,CHK,Income,SIDE,M_SIDE,373.99,ACH,Side Income,
T0001257,2024-12-26,CHK,Transfer,CC_PAY,M_CC_PAY,-302.88,ACH,CC Payment CC1,
T0001258,2024-12-26,CC1,Transfer,CC_PAY,M_CC_PAY,302.88,ACH,CC Payment,
T0001353,2024-12-26,CHK,Transfer,CC_PAY,M_CC_PAY,-162.43,ACH,CC Payment CC2,
T0001354,2024-12-26,CC2,Transfer,CC_PAY,M_CC_PAY,162.43,ACH,CC Payment,
T0000270,2024-12-28,INV401,Transfer,RET401,M_401K,288.46,Payroll,401k Contribution,
T0000269,2024-12-28,CHK,Transfer,RET401,M_401K,-288.46,Payroll,401k Contribution,
T0000268,2024-12-28,CHK,Income,PAY,M_PAYROLL,4807.69,Direct Deposit,Paycheck,
T0000885,2024-12-28,CHK,Expense,GROC,M0106,-47.89,Debit,Groceries,
T0001129,2024-12-28,CC2,Expense,DINE,M0103,-56.21,Card,Dining,
T0001130,2024-12-29,CC2,Expense,ENT,M0065,-36.81,Card,Entertainment,
T0000886,2024-12-30,CC1,Expense,GAS,M0062,-55.68,Card,Gas,
T0000509,2025-01-02,CHK,Expense,PHON,M0135,-80.35,ACH,PHON,
T0000557,2025-01-02,CHK,Expense,INS,M0058,-184.01,ACH,INS,
T0000461,2025-01-02,CHK,Expense,UTIL,M0009,-119.78,ACH,UTIL,
T0000605,2025-01-03,CC1,Expense,SUBS,M0115,-20.0,ACH,SUBS,
T0001131,2025-01-04,CC2,Expense,DINE,M0008,-56.78,Card,Dining,
T0000887,2025-01-04,CHK,Expense,GROC,M0120,-56.28,Debit,Groceries,
T0000413,2025-01-05,CHK,Expense,RENT,M0089,-1212.29,ACH,RENT,
T0000888,2025-01-06,CC1,Expense,GAS,M0114,-41.46,Card,Gas,
T0000288,2025-01-11,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000889,2025-01-11,CHK,Expense,GROC,M0042,-79.01,Debit,Groceries,
T0000286,2025-01-11,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000287,2025-01-11,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0001132,2025-01-12,CC2,Expense,ENT,M0090,-48.85,Card,Entertainment,
T0000890,2025-01-13,CC1,Expense,GAS,M0104,-77.84,Card,Gas,
T0000891,2025-01-18,CHK,Expense,GROC,M0101,-55.46,Debit,Groceries,
T0001133,2025-01-19,CC2,Expense,ENT,M0116,-16.49,Card,Entertainment,
T0000892,2025-01-20,CC1,Expense,GAS,M0146,-40.38,Card,Gas,
T0000290,2025-01-25,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000893,2025-01-25,CHK,Expense,GROC,M0095,-24.79,Debit,Groceries,
T0000291,2025-01-25,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000289,2025-01-25,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0001355,2025-01-26,CHK,Transfer,CC_PAY,M_CC_PAY,-115.46,ACH,CC Payment CC2,
T0001356,2025-01-26,CC2,Transfer,CC_PAY,M_CC_PAY,115.46,ACH,CC Payment,
T0001259,2025-01-26,CHK,Transfer,CC_PAY,M_CC_PAY,-173.52,ACH,CC Payment CC1,
T0001260,2025-01-26,CC1,Transfer,CC_PAY,M_CC_PAY,173.52,ACH,CC Payment,
T0001134,2025-02-01,CC2,Expense,DINE,M0147,-22.35,Card,Dining,
T0000894,2025-02-01,CHK,Expense,GROC,M0086,-101.48,Debit,Groceries,
T0000462,2025-02-02,CHK,Expense,UTIL,M0126,-111.14,ACH,UTIL,
T0000510,2025-02-02,CHK,Expense,PHON,M0002,-86.71,ACH,PHON,
T0000895,2025-02-03,CC1,Expense,GAS,M0042,-28.25,Card,Gas,
T0000414,2025-02-03,CHK,Expense,RENT,M0093,-1271.04,ACH,RENT,
T0000558,2025-02-04,CHK,Expense,INS,M0062,-224.53,ACH,INS,
T0000606,2025-02-05,CC1,Expense,SUBS,M0108,-20.0,ACH,SUBS,
T0001135,2025-02-08,CC2,Expense,DINE,M0088,-69.76,Card,Dining,
T0000896,2025-02-08,CHK,Expense,GROC,M0046,-55.94,Debit,Groceries,
T0000294,2025-02-08,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000293,2025-02-08,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000292,2025-02-08,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000364,2025-02-15,CHK,Income,BONUS,M_PAYROLL,7096.76,Direct Deposit,Annual Bonus,
T0000897,2025-02-15,CHK,Expense,GROC,M0067,-82.96,Debit,Groceries,
T0001136,2025-02-16,CC2,Expense,ENT,M0136,-58.44,Card,Entertainment,
T0000898,2025-02-17,CC1,Expense,GAS,M0062,-44.79,Card,Gas,
T0000899,2025-02-22,CHK,Expense,GROC,M0026,-101.4,Debit,Groceries,
T0001137,2025-02-22,CC2,Expense,DINE,M0084,-60.54,Card,Dining,
T0000295,2025-02-22,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000296,2025-02-22,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000297,2025-02-22,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0001138,2025-02-23,CC2,Expense,ENT,M0011,-17.65,Card,Entertainment,
T0000365,2025-02-24,CHK,Income,SIDE,M_SIDE,388.4,ACH,Side Income,
T0001261,2025-02-26,CHK,Transfer,CC_PAY,M_CC_PAY,-82.82,ACH,CC Payment CC1,
T0001262,2025-02-26,CC1,Transfer,CC_PAY,M_CC_PAY,82.82,ACH,CC Payment,
T0001358,2025-02-26,CC2,Transfer,CC_PAY,M_CC_PAY,203.04,ACH,CC Payment,
T0001357,2025-02-26,CHK,Transfer,CC_PAY,M_CC_PAY,-203.04,ACH,CC Payment CC2,
T0001139,2025-03-01,CC2,Expense,DINE,M0064,-15.0,Card,Dining,
T0000373,2025-03-01,SAV,Income,INT,M_BANKINT,25.0,ACH,Interest,
T0000900,2025-03-01,CHK,Expense,,M0133,-107.41,Debit,Groceries,category_missing
T0000511,2025-03-02,CHK,Expense,PHON,M0028,-96.38,ACH,PHON,
T0000901,2025-03-03,CC1,Expense,GAS,M0094,-62.09,Card,Gas,
T0000463,2025-03-03,CHK,Expense,UTIL,M0020,-101.51,ACH,UTIL,
T0000559,2025-03-04,CHK,Expense,INS,M0009,-204.73,ACH,INS,
T0000415,2025-03-04,CHK,Expense,RENT,M0075,-1128.66,ACH,RENT,
T0000607,2025-03-04,CC1,Expense,SUBS,M0008,-20.0,ACH,SUBS,
T0000902,2025-03-08,CHK,Expense,GROC,M0076,-90.43,Debit,Groceries,
T0000298,2025-03-08,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0001140,2025-03-08,CC2,Expense,DINE,M0122,-23.2,Card,Dining,
T0000299,2025-03-08,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000300,2025-03-08,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000903,2025-03-10,CC1,Expense,GAS,M0141,-33.83,Card,Gas,
T0001141,2025-03-15,CC2,Expense,DINE,M0100,-23.99,Card,Dining,
T0000904,2025-03-15,CHK,Expense,GROC,M0028,-76.31,Debit,Groceries,
T0000905,2025-03-17,CC1,Expense,GAS,M0101,-53.77,Card,Gas,
T0001142,2025-03-22,CC2,Expense,DINE,M0012,-52.15,Card,Dining,
T0000906,2025-03-22,CHK,Expense,GROC,M0082,-77.4,Debit,Groceries,
T0000302,2025-03-22,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000301,2025-03-22,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000303,2025-03-22,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000366,2025-03-24,CHK,Income,SIDE,M_SIDE,675.2,ACH,Side Income,
T0000907,2025-03-24,CC1,Expense,GAS,M0036,-37.98,Card,Gas,
T0001264,2025-03-26,CC1,Transfer,CC_PAY,M_CC_PAY,263.08,ACH,CC Payment,
T0001359,2025-03-26,CHK,Transfer,CC_PAY,M_CC_PAY,-170.3,ACH,CC Payment CC2,
T0001360,2025-03-26,CC2,Transfer,CC_PAY,M_CC_PAY,170.3,ACH,CC Payment,
T0001263,2025-03-26,CHK,Transfer,CC_PAY,M_CC_PAY,-263.08,ACH,CC Payment CC1,
T0001143,2025-03-29,CC2,Expense,DINE,M0149,-74.39,Card,Dining,
T0000908,2025-03-29,CHK,Expense,GROC,M0084,-71.96,Debit,Groceries,
T0000909,2025-03-31,CC1,Expense,GAS,M0056,-63.75,Card,Gas,
T0000560,2025-04-02,CHK,Expense,INS,M0096,-175.57,ACH,INS,
T0000416,2025-04-02,CHK,Expense,RENT,M0132,-1330.55,ACH,RENT,
T0000608,2025-04-03,CC1,Expense,SUBS,M0099,-20.0,ACH,SUBS,
T0000464,2025-04-05,CHK,Expense,UTIL,M0062,-224.45,ACH,UTIL,
T0000512,2025-04-05,CHK,Expense,PHON,M0077,-98.53,ACH,PHON,
T0000305,2025-04-05,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000306,2025-04-05,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000304,2025-04-05,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000910,2025-04-05,CHK,Expense,GROC,M0088,-101.17,Debit,Groceries,
T0001144,2025-04-06,CC2,Expense,ENT,M0091,-37.8,Card,Entertainment,
T0000911,2025-04-07,CC1,Expense,GAS,M0066,-38.57,Card,Gas,
T0000912,2025-04-12,CHK,Expense,GROC,M0114,-33.98,Debit,Groceries,
T0001145,2025-04-12,CC2,Expense,DINE,M0149,-30.51,Card,Dining,
T0001146,2025-04-13,CC2,Expense,ENT,M0035,-40.93,Card,Entertainment,
T0000367,2025-04-13,CHK,Income,SIDE,M_SIDE,757.21,ACH,Side Income,
T0000913,2025-04-19,CHK,Expense,GROC,M0128,-88.41,Debit,Groceries,
T0000307,2025-04-19,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000309,2025-04-19,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000308,2025-04-19,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0001147,2025-04-20,CC2,Expense,ENT,M0100,-49.19,Card,Entertainment,
T0000914,2025-04-21,CC1,Expense,GAS,M0126,-34.69,Card,Gas,
T0001266,2025-04-26,CC1,Transfer,CC_PAY,M_CC_PAY,131.94,ACH,CC Payment,
T0001148,2025-04-26,CC2,Expense,DINE,M0124,-50.17,Card,Dining,
T0000915,2025-04-26,CHK,Expense,GROC,M0059,-65.68,Debit,Groceries,
T0001362,2025-04-26,CC2,Transfer,CC_PAY,M_CC_PAY,188.85,ACH,CC Payment,
T0001361,2025-04-26,CHK,Transfer,CC_PAY,M_CC_PAY,-188.85,ACH,CC Payment CC2,
T0001265,2025-04-26,CHK,Transfer,CC_PAY,M_CC_PAY,-131.94,ACH,CC Payment CC1,
T0001149,2025-04-27,CC2,Expense,ENT,M0025,-44.12,Card,Entertainment,
T0000916,2025-04-28,CC1,Expense,GAS,M0089,-65.07,Card,Gas,
T0000609,2025-05-02,CC1,Expense,SUBS,M0090,-20.0,ACH,SUBS,
T0000465,2025-05-03,CHK,Expense,UTIL,M0016,-137.19,ACH,UTIL,
T0000917,2025-05-03,CHK,Expense,GROC,M0015,-60.17,Debit,Groceries,
T0000513,2025-05-03,CHK,Expense,PHON,M0115,-97.15,ACH,PHON,
T0000417,2025-05-03,CHK,Expense,RENT,M0133,-1296.38,ACH,RENT,
T0000312,2025-05-03,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000311,2025-05-03,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000310,2025-05-03,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000561,2025-05-03,CHK,Expense,INS,M0073,-192.54,ACH,INS,
T0001150,2025-05-03,CC2,Expense,DINE,M0021,-26.26,Card,Dining,
T0001186,2025-05-04,CC1,Expense,TRAV,M0002,-1092.06,Card,Travel,
T0000918,2025-05-10,CHK,Expense,GROC,M0021,-29.54,Debit,Groceries,
T0001151,2025-05-10,CC2,Expense,DINE,M0083,-15.0,Card,Dining,
T0001152,2025-05-11,CC2,Expense,ENT,M0119,-55.51,Card,Entertainment,
T0000919,2025-05-12,CC1,Expense,GAS,M0118,-87.35,Card,Gas,
T0000313,2025-05-17,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000314,2025-05-17,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000315,2025-05-17,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000920,2025-05-17,CHK,Expense,GROC,M0150,-20.3,Debit,Groceries,
T0000921,2025-05-19,CC1,Expense,GAS,M0092,-59.38,Card,Gas,
T0000368,2025-05-21,CHK,Income,SIDE,M_SIDE,333.8,ACH,Side Income,
T0001184,2025-05-23,CC1,Expense,TRAV,M0048,-520.09,Card,Travel,
T0000922,2025-05-24,CHK,Expense,GROC,M0083,-65.64,Debit,Groceries,
T0001267,2025-05-26,CHK,Transfer,CC_PAY,M_CC_PAY,-1671.55,ACH,CC Payment CC1,
T0001268,2025-05-26,CC1,Transfer,CC_PAY,M_CC_PAY,1671.55,ACH,CC Payment,
T0001364,2025-05-26,CC2,Transfer,CC_PAY,M_CC_PAY,85.29,ACH,CC Payment,
T0001363,2025-05-26,CHK,Transfer,CC_PAY,M_CC_PAY,-85.29,ACH,CC Payment CC2,
T0000318,2025-05-31,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000317,2025-05-31,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000923,2025-05-31,CHK,Expense,GROC,M0051,-73.47,Debit,Groceries,
T0000316,2025-05-31,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0001153,2025-06-01,CC2,Expense,ENT,M0064,-42.4,Card,Entertainment,
T0000374,2025-06-01,SAV,Income,INT,M_BANKINT,21.32,ACH,Interest,
T0000514,2025-06-02,CHK,Expense,PHON,M0126,-88.41,ACH,PHON,
T0000418,2025-06-02,CHK,Expense,RENT,M0101,-1384.77,ACH,RENT,
T0000924,2025-06-02,CC1,Expense,GAS,M0020,-53.36,Card,Gas,
T0000610,2025-06-02,CC1,Expense,SUBS,M0085,-30.66,ACH,SUBS,
T0000466,2025-06-03,CHK,Expense,UTIL,M0085,-148.76,ACH,UTIL,
T0000562,2025-06-05,CHK,Expense,INS,M0150,-163.59,ACH,INS,
T0001154,2025-06-07,CC2,Expense,DINE,M0032,-58.8,Card,Dining,
T0000925,2025-06-07,CHK,Expense,GROC,M0110,-28.06,Debit,Groceries,
T0000321,2025-06-14,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000319,2025-06-14,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000926,2025-06-14,CHK,Expense,GROC,M0098,-53.62,Debit,Groceries,
T0000320,2025-06-14,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000369,2025-06-20,CHK,Income,SIDE,M_SIDE,316.28,ACH,Side Income,
T0000927,2025-06-21,CHK,Expense,GROC,M0032,-80.67,Debit,Groceries,
T0001155,2025-06-21,CC2,Expense,DINE,M0142,-15.0,Card,Dining,
T0001156,2025-06-22,CC2,Expense,ENT,M0042,-17.79,Card,Entertainment,
T0001269,2025-06-26,CHK,Transfer,CC_PAY,M_CC_PAY,-65.98,ACH,CC Payment CC1,
T0001270,2025-06-26,CC1,Transfer,CC_PAY,M_CC_PAY,65.98,ACH,CC Payment,
T0001366,2025-06-26,CC2,Transfer,CC_PAY,M_CC_PAY,108.12,ACH,CC Payment,
T0001365,2025-06-26,CHK,Transfer,CC_PAY,M_CC_PAY,-108.12,ACH,CC Payment CC2,
T0000928,2025-06-28,CHK,Expense,GROC,M0093,-97.42,Debit,Groceries,
T0000322,2025-06-28,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000323,2025-06-28,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000324,2025-06-28,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000611,2025-07-02,CC1,Expense,SUBS,M0040,-22.78,ACH,SUBS,
T0000515,2025-07-03,CHK,Expense,PHON,M0083,-103.29,ACH,PHON,
T0000563,2025-07-03,CHK,Expense,INS,M0137,-196.72,ACH,INS,
T0000929,2025-07-05,CHK,Expense,GROC,M0061,-98.1,Debit,Groceries,
T0000467,2025-07-05,CHK,Expense,UTIL,M0036,-156.4,ACH,UTIL,
T0000419,2025-07-05,CHK,Expense,RENT,M0056,-1309.8,ACH,RENT,
T0001157,2025-07-06,CC2,Expense,ENT,M0107,-55.16,Card,Entertainment,
T0000930,2025-07-07,CC1,Expense,GAS,M0101,-77.73,Card,Gas,
T0000327,2025-07-12,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution,
T0000325,2025-07-12,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck,
T0000326,2025-07-12,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution,
T0000370,2025-07-12,CHK,Income,SIDE,M_SIDE,659.87,ACH,Side Income,
